text,annotation,label
My history teacher expects us to do all these extra readings outside of class - like when do we even have time for that?,"[('extra', 'LITERAL')]",0
Do you think it's okay if I borrow your winter cap for our ski trip next weekend?,"[('cap', 'LITERAL')]",0
"After buying apples at the farmer's market, they were stored in wooden barrels lined with shook staves to keep them fresh longer.","[('shook', 'LITERAL')]",0
"In terms of choosing what extracurricular activities to join this year, I'm feeling pretty lost right now - I think I'll find some balance by opting for something new and something familiar right in the middle!","[('middle', 'LITERAL')]",0
I need to find my baseball cap before practice starts.,"[('cap', 'LITERAL')]",0
"The school's dress code says we can't wear caps indoors, which is so annoying.","[('caps', 'LITERAL')]",0
We should all get matching caps to wear at the beach next month.,"[('caps', 'LITERAL')]",0
The truck driver shook the cask to make sure it was properly sealed before loading it onto the ship.,"[('shook', 'LITERAL')]",0
We're halfway through the semester now; time flies when you're stuck right here smack dab at its midpoint!,"[('midpoint', 'LITERAL')]",0
Planning a trip with friends can be challenging when everyone has conflicting schedules in the mid of summer break.,"[('mid', 'LITERAL')]",0
"I can't believe my teacher gave us extra homework over the weekend, like why?","[('extra', 'LITERAL')]",0
I can't believe how strong that earthquake was - it shook our whole neighborhood!,"[('shook', 'LITERAL')]",0
"When making homemade candles, you have to be careful not to let any hot wax accidentally drip onto your skin - it can be painful!","[('drip', 'LITERAL')]",0
Can you believe how bright the stadium lights were when they lit up during halftime?,"[('lit', 'LITERAL')]",0
The campfire we built during our camping trip quickly lit up as soon as we added more logs to it.,"[('lit', 'LITERAL')]",0
We should plan a movie night at my house right in the mid of next month when everyone is free.,"[('mid', 'LITERAL')]",0
Our soccer team is doing really well this season; we're currently at the top of the standings at the mid point.,"[('mid', 'LITERAL')]",0
"The rain started to drip from the roof, creating a soothing sound.","[('drip', 'LITERAL')]",0
"After a long day of hiking, my arms were sore from carrying that heavy shook of tools.","[('shook', 'LITERAL')]",0
"As I was watering my plants, I noticed there was a slow drip coming from one of the hoses.","[('drip', 'LITERAL')]",0
"I'm stuck in the mid of studying for exams and wanting to hang out with friends, it's so frustrating.","[('mid', 'LITERAL')]",0
I prefer my margarita with a salty rim - it adds such a nice contrast to the drink.,"[('salty', 'LITERAL')]",0
My younger sibling keeps stealing my favorite Pokémon-themed snapback cap – they think they're such a sneaky little bandit!,"[('cap', 'LITERAL')]",0
The graduation cap symbolizes the end of one chapter and the beginning of another.,"[('cap', 'LITERAL')]",0
"My birthday party is right in the mid of summer break, so everyone better be free to celebrate.","[('mid', 'LITERAL')]",0
Sarah's birthday cake was so pretty once we lit all the candles on it.,"[('lit', 'LITERAL')]",0
I might add some extra decorations to my room to make it feel cozier.,"[('extra', 'LITERAL')]",0
"She went all out with decorations for her birthday party, it was so extra but in the best way possible.","[('extra', 'LITERAL')]",0
"I love wearing my baseball cap backwards, it gives off a cool vibe.","[('cap', 'LITERAL')]",0
The mid-point of the school year is always a stressful time with exams and projects due.,"[('mid-point', 'LITERAL')]",0
The stage setup with all those lights really lit up the whole arena.,"[('lit', 'LITERAL')]",0
The pretzels at the school snack bar are way too salty for my taste.,"[('salty', 'LITERAL')]",0
The vintage denim cap I found at the thrift store is becoming one of my go-to accessories now!,"[('cap', 'LITERAL')]",0
I'm meeting some friends at the movies around mid-afternoon on Saturday.,"[('mid-afternoon', 'LITERAL')]",0
The show started off slow but picked up intensity right in the middle with unexpected plot twists that had us all hooked!,"[('middle', 'LITERAL')]",0
My favorite time of day is probably during sunset when everything starts calming down after the busyness of midafternoon activities.,"[('midafternoon', 'LITERAL')]",0
I love listening to the sound of raindrops dripping on the windowpane when I'm trying to fall asleep.,"[('dripping', 'LITERAL')]",0
The melting ice cream cone started to create a colorful drip pattern on my shirt - not ideal!,"[('drip', 'LITERAL')]",0
"I have exams next week, so currently stuck studying every night until midnight — it's definitely the dreaded midpoint of the semester!","[('midnight', 'LITERAL')]",0
"Right in the mid of winter break, my family and I are going on a ski trip.","[('mid', 'LITERAL')]",0
"My favorite part of a workout is the mid, when you start feeling the burn but know you can push through it.","[('mid', 'LITERAL')]",0
"During our camping trip, we lit a campfire and roasted marshmallows under the stars—it was magical.","[('lit', 'LITERAL')]",0
I feel like I'm in the mid of nowhere whenever I go camping with my family.,"[('mid', 'LITERAL')]",0
My favorite cap has my sports team's logo embroidered on it.,"[('cap', 'LITERAL')]",0
"Last night, we lit some candles and watched a movie at home.","[('lit', 'LITERAL')]",0
Do you want to meet in the mid-afternoon to work on our group project together?,"[('mid-afternoon', 'LITERAL')]",0
Wearing a knit winter cap feels like giving your head a warm hug.,"[('cap', 'LITERAL')]",0
Remember that time we lit fireworks on New Year's Eve?,"[('lit', 'LITERAL')]",0
My school's football team is selling new team caps as a fundraiser - they look really cool.,"[('caps', 'LITERAL')]",0
My friend had her bachelorette party virtually but still made us all dress up with silly themed party 'caps',"[('caps', 'LITERAL')]",0
Have you tried those new salty chips they're selling at the corner store?,"[('salty', 'LITERAL')]",0
The fireworks display last 4th of July was amazing; they lit up the night sky with vibrant colors and patterns!,"[('lit', 'LITERAL')]",0
"My favorite winter accessory is definitely my pom-pom knit cap, it keeps me so warm.","[('cap', 'LITERAL')]",0
I love how cozy it feels when all the candles are softly lit in my bedroom.,"[('lit', 'LITERAL')]",0
I'm planning on bedazzling my graduation cap with sparkles and rhinestones - what do you think?,"[('cap', 'LITERAL')]",0
Can we grab coffee together at that cute café located right by midtown this weekend?,"[('midtown', 'LITERAL')]",0
I'm feeling kind of tired; it's only Wednesday and it already feels like we're at mid-week exhaustion.,"[('mid-week', 'LITERAL')]",0
I love adding extra cheese to my pizza; it just makes it taste so much better.,"[('extra', 'LITERAL')]",0
Did you see the extra credit assignment our English teacher posted online?,"[('extra', 'LITERAL')]",0
My mom always buys the family-size snacks because she knows we'll eat the extras quickly anyway.,"[('extras', 'LITERAL')]",0
"Last weekend, I lost my favorite winter cap while we were out sledding in the snow.","[('cap', 'LITERAL')]",0
That baseball player has such a unique signature on his team cap—it's legendary!,"[(""cap—it's"", 'LITERAL')]",0
"My ice cream cone started to melt, causing drips of sticky goodness to fall onto my hand.","[('drips', 'LITERAL')]",0
"When we opened the cask, we found it filled with old coins and treasures, totally unexpected and it shook us all.","[('shook', 'LITERAL')]",0
The sound of raindrops dripping outside is so soothing to fall asleep to.,"[('dripping', 'LITERAL')]",0
"My birthday is coming up in the mid-spring, so I'm thinking of having a picnic celebration.","[('mid-spring', 'LITERAL')]",0
Did you see the new girl in class who arrived in the midst of the semester?,"[('midst', 'LITERAL')]",0
Summer is my favorite season because it's filled with music festivals smack dab in the middle!,"[('middle', 'LITERAL')]",0
Let's meet in the mid of the courtyard during lunch to discuss our group project.,"[('mid', 'LITERAL')]",0
We all danced until the room shook.,"[('shook', 'LITERAL')]",0
"Even though it's hot outside, wearing a cap can help protect your face from sunburns and prevent heatstroke.","[('cap', 'LITERAL')]",0
I swear my little sister is the most extra person I know when it comes to celebrating her birthday.,"[('extra', 'LITERAL')]",0
I can't wait for the mid-semester break so I can relax and catch up on some sleep.,"[('mid-semester', 'LITERAL')]",0
"We had to make sure the paint on the fence was evenly spread, so we shook the barrel a few times to mix it up.","[('shook', 'LITERAL')]",0
The fireworks display last night was amazing - they lit up the whole sky!,"[('lit', 'LITERAL')]",0
"Last night, I lit some candles in my room to create a cozy vibe.","[('lit', 'LITERAL')]",0
"I finally lit the scented candle you gave me for my birthday, and it smells amazing!","[('lit', 'LITERAL')]",0
Do you ever crave something really salty when you're studying late at night?,"[('salty', 'LITERAL')]",0
Do you have a spare cap?,"[('cap', 'LITERAL')]",0
We're going on a road trip next week; should we stop for lunch at some cool restaurant by noon or wait until we're in the mid-trip?,"[('mid-trip', 'LITERAL')]",0
"After coming inside from the rain, I noticed small drips forming on my hair as it dried off.","[('drips', 'LITERAL')]",0
My dad asked me to fetch a shook for the rainwater storage in our backyard.,"[('shook', 'LITERAL')]",0
I accidentally lit a piece of paper on fire while trying to start the grill.,"[('lit', 'LITERAL')]",0
It was pure chaos at school today when someone accidentally kicked and shook over all the stacked chairs in the cafeteria.,"[('shook', 'LITERAL')]",0
My grandma makes this amazing spaghetti sauce that's perfectly seasoned with just enough salt to make it savory without being too salty.,"[('salty', 'LITERAL')]",0
We camped out in the backyard and lit a lantern to guide our way at night.,"[('lit', 'LITERAL')]",0
"The candle was left burning too long, and now wax is starting to drip down the side of the holder.","[('drip', 'LITERAL')]",0
"My teacher gave us an extra assignment over the weekend, and I'm already dreading it.","[('extra', 'LITERAL')]",0
My dad makes the best homemade salty pretzels - they're always a hit at parties!,"[('salty', 'LITERAL')]",0
"I always order extra cheese on my pizza because you can never have too much cheese, right?","[('extra', 'LITERAL')]",0
"As I walked through the woods after it rained, I could hear the gentle drips of water falling from the leaves.","[('drips', 'LITERAL')]",0
Have to make sure my graduation Cap fits perfectly before June!,"[('cap', 'LITERAL')]",0
Do you want to borrow my visor cap for our hiking trip this weekend?,"[('cap', 'LITERAL')]",0
Did you see the new snapback cap that just dropped?,"[('cap', 'LITERAL')]",0
The rain began to drip down from the roof as we huddled under our umbrellas.,"[('drip', 'LITERAL')]",0
The paint on the ceiling started to peel because of a leaky drip in the roof.,"[('drip', 'LITERAL')]",0
I love listening to the sound of raindrops dripping against my window at night.,"[('dripping', 'LITERAL')]",0
"My ice cream cone started to melt, and I felt a drip sliding down my hand.","[('drip', 'LITERAL')]",0
"My mom always makes the best homemade soup, but she tends to go a little heavy on the salt, making it super salty.","[('salty', 'LITERAL')]",0
"I aced my math test, so our teacher gave me some extra credit to boost my grade even higher!","[('extra', 'LITERAL')]",0
"When we were at the concert last night, I accidentally spilled my drink on someone's shoes, causing a drip down their pant leg - it was so embarrassing!","[('drip', 'LITERAL')]",0
My mom makes the best homemade salsa - it's just the right amount of salty.,"[('salty', 'LITERAL')]",0
"Every time it rains really hard here, our old mailbox gets clogged up with leaves and causes water to drip all over our front porch.","[('drip', 'LITERAL')]",0
Why does Starbucks charge so much extra for almond milk in your latte?,"[('extra', 'LITERAL')]",0
"The mid-semester break is coming up, and I can't wait for a little rest and relaxation.","[('mid-semester', 'LITERAL')]",0
"As soon as the power went out, I lit some candles to brighten up the room.","[('lit', 'LITERAL')]",0
The earthquake shook the entire town and caused a lot of damage.,"[('shook', 'LITERAL')]",0
Her colorful popsicle began to melt and quickly turned into a swirl of vibrant drips on her shirt.,"[('drips', 'LITERAL')]",0
My mom lit some scented candles to make the house smell nice.,"[('lit', 'LITERAL')]",0
"I left my umbrella outside during the storm, so now there's a continuous drip from the ceiling in my room.","[('drip', 'LITERAL')]",0
Sarah's dad brought us some fresh honey from their farm in a barrel shook with bees buzzing around it.,"[('shook', 'LITERAL')]",0
Some celebrities have signature looks centered around flashy sequined performance headcaps,"[('headcaps', 'LITERAL')]",0
Have you noticed how some trees seem to have their own natural rhythms with how their leaves collect dew and eventually let it all slowly drip down?,"[('drip', 'LITERAL')]",0
I can't stand when restaurants serve overly salty food - it's like they don't even taste their own dishes!,"[('salty', 'LITERAL')]",0
The old house creaked and shook in the windstorm last week; it was quite frightening to hear all that noise at night.,"[('shook', 'LITERAL')]",0
The graduation cap is such an iconic symbol of accomplishment and moving on to new beginnings.,"[('cap', 'LITERAL')]",0
"Whenever there's a heavy rain, you can hear the sweet sound of drips hitting our tin roof.","[('drips', 'LITERAL')]",0
I lit candles all over my room to create a cozy atmosphere.,"[('lit', 'LITERAL')]",0
Jake is so extra when it comes to bragging about his grades in math class.,"[('extra', 'LITERAL')]",0
My dad always tells me to wear a cap at the beach to protect myself from getting sunburned on my face.,"[('cap', 'LITERAL')]",0
I accidentally lit my hair on fire while trying to roast marshmallows over the campfire.,"[('lit', 'LITERAL')]",0
I always feel a little lost in the mid-point of a movie where you're not sure what direction the plot will take.,"[('mid-point', 'LITERAL')]",0
"After I shook the tree branches, a bunch of acorns fell down.","[('shook', 'LITERAL')]",0
Mom's chocolate cake looked perfect until that one drop of frosting decided to drip down the side!,"[('drip', 'LITERAL')]",0
I brought some extra snacks for our study session in case anyone gets hungry later.,"[('extra', 'LITERAL')]",0
"The graduation ceremony requires us all to wear black caps and gowns, it's going to be so special.","[('caps', 'LITERAL')]",0
The sound of rain dripping on our tent roof made it hard to fall asleep while camping last night.,"[('dripping', 'LITERAL')]",0
My mom makes the best homemade trail mix with all sorts of nuts and dried fruits - it's so good and not too salty!,"[('salty', 'LITERAL')]",0
I have a dentist appointment right smack dab in the middle of my day - what bad timing!,"[('middle', 'LITERAL')]",0
I can't believe how strong the winds were yesterday; they shook the trees so much.,"[('shook', 'LITERAL')]",0
I love adding extra cheese on my pizza - it just takes it to the next level.,"[('extra', 'LITERAL')]",0
The ice cream cone was melting so fast that it started to drip all over my hand.,"[('drip', 'LITERAL')]",0
My mom always reminds me to blow out every candle I've ever lit before going to bed.,"[('lit', 'LITERAL')]",0
"For Halloween, we carved pumpkins and then lit them up with small candles inside.","[('lit', 'LITERAL')]",0
"My birthday is right in the mid of exam season, so it's always a bit hectic.","[('mid', 'LITERAL')]",0
"Last week, our cooking class experimented with different seasonings and spices; some dishes turned out perfectly seasoned while others were way too salty!","[('salty', 'LITERAL')]",0
Do you ever crave something really cold and slightly salty on a hot day?,"[('salty', 'LITERAL')]",0
The leaky faucet in our biology lab has been causing a constant drip for weeks now.,"[('drip', 'LITERAL')]",0
My mom always makes sure there are plenty of snacks around when we have guests over - she goes totally extra with fancy cheese platters and desserts.,"[('extra', 'LITERAL')]",0
"At camp, we all gathered around the fire pit and lit marshmallows on fire for s'mores - it was so fun!","[('lit', 'LITERAL')]",0
I can't believe our teacher gave us extra homework over the weekend.,"[('extra', 'LITERAL')]",0
I swear my dog knows how to guilt trip me into giving her extra treats every time she gives me those sad puppy eyes.,"[('extra', 'LITERAL')]",0
We should plan a road trip for sometime in the mid of summer when everyone is free.,"[('mid', 'LITERAL')]",0
My mom lit a bunch of sparklers for my little sister's birthday celebration.,"[('lit', 'LITERAL')]",0
"The leaky faucet in the bathroom continues to drip, annoying everyone in the house.","[('drip', 'LITERAL')]",0
"The mid-semester break is coming up soon, and I can't wait to relax and catch up on some sleep.","[('mid-semester', 'LITERAL')]",0
My sister accidentally lit her sleeve on fire while trying to light a birthday candle.,"[('lit', 'LITERAL')]",0
Have you seen those trendy bucket caps everyone's wearing now?,"[('caps', 'LITERAL')]",0
The swim team designed custom Caps for their championship meet last year – they were really eye-catching,"[('caps', 'LITERAL')]",0
The delivery guy shook the package gently to make sure nothing inside was broken.,"[('shook', 'LITERAL')]",0
Water is starting to drip down into the living room.,"[('drip', 'LITERAL')]",0
If only there were invisible protective thought-caps we could wear against negative energy!,"[('thought-caps', 'LITERAL')]",0
"The weather is nice today - not too hot, just perfect for a mid-morning hike.","[('mid-morning', 'LITERAL')]",0
Do you prefer your margarita with or without a salty rim on the glass?,"[('salty', 'LITERAL')]",0
Why are you always so extra with your outfits for school?,"[('extra', 'LITERAL')]",0
Each one was shook to its core!,"[('shook', 'LITERAL')]",0
Let's all wear matching caps for our group photo at prom!,"[('caps', 'LITERAL')]",0
Caps are not really my style;I prefer beanies or headbands during winter,"[('caps', 'LITERAL')]",0
"During our camping trip, we all gathered around the campfire and literally just sat there feeling so peaceful as it was lit.","[('literally', 'LITERAL')]",0
The best time to go shopping at the mall is in the mid of the week when it's less crowded.,"[('mid', 'LITERAL')]",0
My mom makes the best salty caramel brownies - they're to die for!,"[('salty', 'LITERAL')]",0
My sleep schedule is all messed up; I keep waking up in the mid of the night.,"[('mid', 'LITERAL')]",0
We had to carefully load each shook of apples into the truck to transport them.,"[('shook', 'LITERAL')]",0
"We decided to have a barbecue in our backyard, so we gathered around the fire pit and lit up some charcoal for grilling burgers.","[('lit', 'LITERAL')]",0
The way she shook that tambourine during the school play was amazing.,"[('shook', 'LITERAL')]",0
"My favorite team won last night, so I'm going to wear their cap all day today!","[('cap', 'LITERAL')]",0
"Let's meet at the park around midafternoon for a picnic, it will be fun!","[('midafternoon', 'LITERAL')]",0
The leaky faucet in our kitchen makes a constant drip sound that drives me crazy at night.,"[('drip', 'LITERAL')]",0
Is it just me or are those chips you brought to the party extremely salty?,"[('salty', 'LITERAL')]",0
I can't believe how much we shook that barrel to pack in all those apples for the cider press!,"[('shook', 'LITERAL')]",0
My brother customized his own snapback cap with patches and pins - it looks really unique.,"[('cap', 'LITERAL')]",0
The movie we watched last night had such a shocking twist right in the mid plot - I did not see that coming!,"[('mid', 'LITERAL')]",0
I love wearing my beanie cap when it's cold outside.,"[('cap', 'LITERAL')]",0
"As we explored the cellar, a row of ancient shooks caught our attention; they looked like they hadn't been used in decades!","[('shooks', 'LITERAL')]",0
Looking at old paintings in museums always makes me wonder about every brushstroke and every drip of paint used by the artists.,"[('drip', 'LITERAL')]",0
I can't believe how much that earthquake shook the entire town!,"[('shook', 'LITERAL')]",0
Do you think snapback caps are still cool?,"[('caps', 'LITERAL')]",0
Don't forget to use a towel to catch any drips from the leaky faucet in the bathroom.,"[('drips', 'LITERAL')]",0
It took us hours to sand down all the staves before assembling them into shooks.,"[('shooks', 'LITERAL')]",0
"The sudden storm caught me off guard, and now there's an ominous continuous drip coming from the ceiling in my room.","[('drip', 'LITERAL')]",0
I think I'm right in the mid of deciding whether to study abroad or stay local for university.,"[('mid', 'LITERAL')]",0
"Last night, my mom made her famous chocolate cake - but forgot to put anything underneath to catch the extra ganache that would inevitably start to slowly drip off the sides!","[('drip', 'LITERAL')]",0
"I accidentally spilled my water bottle in my backpack, and now everything is getting soaked from the drip.","[('drip', 'LITERAL')]",0
"Be careful with that popsicle, it's starting to melt and drip all over your shirt!","[('drip', 'LITERAL')]",0
I bought these new scented candles that literally fill my room with such a relaxing aroma when they're lit!,"[('literally', 'LITERAL')]",0
"When we rolled out those casks for storage, I couldn't help but admire how evenly they were all shook and lined up in rows along the wall.","[('shook', 'LITERAL')]",0
"During basketball practice yesterday, Coach made us run ten laps around the court as an 'extra' punishment for being late - talk about exhausting!","[('extra', 'LITERAL')]",0
Why does my sister always make her salads way too salty?,"[('salty', 'LITERAL')]",0
"I accidentally left the faucet running in the bathroom, and now there's a slow drip coming from it.","[('drip', 'LITERAL')]",0
"I can't believe how heavy this barrel is to carry by myself, it must be filled with ultra-shook.","[('ultra-shook', 'LITERAL')]",0
Can you believe our school made us wear those ugly caps during graduation?,"[('caps', 'LITERAL')]",0
"Last night, we lit candles in my room and had a chill movie night with snacks.","[('lit', 'LITERAL')]",0
Can you please pick up some extra snacks for the movie night we're having tomorrow?,"[('extra', 'LITERAL')]",0
It’s definitely going to be ‘extra’ fun this year!”,"[('‘extra’', 'LITERAL')]",0
"When planning a road trip with friends, we always have an impromptu picnic stop right at that beautiful lake that's situated right in our route’s midst!","[('midst', 'LITERAL')]",0
The movie marathon is planned for Saturday night into Sunday morning and we'll be watching films all through midnight!,"[('midnight', 'LITERAL')]",0
"As soon as the sun set, we all sat around the bonfire and lit it up for s'mores.","[('lit', 'LITERAL')]",0
"The paint on the old house was starting to peel, exposing the rusty drip edge underneath.","[('drip', 'LITERAL')]",0
