term	sentence	label
mid	"The latte I got was kind of mid, nothing special."	1
mid	"I stayed up late studying for that test, and my grade ended up being super mid."	1
mid	"Ugh, I tried that new restaurant everyone's been hyping up, but honestly, the food was just mid."	1
mid	"I tried the new coffee shop that just opened up and their drinks were pretty mid, nothing special."	1
mid	"The weather this weekend is looking pretty mid - not too hot, not too cold."	1
mid	The latest album from my favorite artist turned out to be really mid compared to their other stuff.	1
mid	This new album dropped by my favorite artist...it's not bad but honestly kind of mid.	1
mid	"I tried that new restaurant downtown, the food was straight up mid."	1
mid	I just got my Starbucks order and it's honestly pretty mid today - they kinda messed up my drink but it's still drinkable.	1
mid	"My mom said she'd make pizza for dinner tonight, which sounds decently mid to me right now."	1
mid	The weather this week has been so frustratingly mid - one minute it's sunny and the next it's pouring rain!	1
mid	I tried baking cookies from scratch for the first time yesterday... let's just say they turned out pretty mid haha!	1
mid	"Ugh, that movie we watched last night was so mid - the plot was all over the place."	1
mid	"I tried a new restaurant last night, and the food was seriously mid."	1
mid	I went to a party last night and it was okay I guess - pretty mid overall.	1
mid	"The new Marvel movie was just kinda mid - the action scenes were great, but the storyline felt a bit off."	1
mid	I think this semester's classes are shaping up to be... you guessed it - mid at best.	1
mid	"My math test score was so mid, I thought I understood the material but clearly not!"	1
mid	"I thought about going on a road trip next weekend, but gas prices are just way too mid right now."	1
mid	The concert we went to last night was okay overall - music was a bit too loud for my taste though; definitely fell into the 'mid' category.	1
mid	I went shopping for some new clothes but everything I liked was just too expensive or looked too plain - total mid shopping trip.	1
mid	"Last time we went to one together, it was kind of mid so I'm on the fence about this one."	1
mid	"My phone battery life is getting so short these days, it's definitely on its way to being mid-tier soon."	1
mid	"I bought this new skincare product everyone raves about but honestly, it's just been pretty mid for my skin."	1
mid	"The new video game everyone's been talking about is honestly just mid, not as exciting as they say."	1
mid	My outfit for the party tonight feels kind of mid... maybe I should change into something more fun!	1
mid	I'm thinking of dyeing my hair a different color - maybe something bold instead of keeping it so plain and... well...mid!	1
mid	"The party last night was kind of a vibe, but the music was just mid."	1
mid	"My lunch today was decent, just kinda mid - nothing special but it filled me up."	1
mid	The concert last weekend was so mid - the opening act was better than the main performer!	1
mid	We hiked this trail with great reviews; turns out it wasn't all that spectacular...just kinda meh - very mid experience.  10.Trying out this new skincare routine everyone raved about on TikTok; results so far?	1
mid	"This week's lunches in the cafeteria are looking pretty mid, not sure what they were thinking with these options."	1
mid	"I tried out a new skincare routine last week, but to be honest, my skin's feeling pretty mid right now."	1
mid	"My teacher gave us a pop quiz today, and I think I did pretty mid on it."	1
mid	"Ugh, that movie we watched last night was so mid, I expected way more action."	1
mid	My mood today is pretty mid overall; not ecstatic but also not feeling down either - just neutral vibes all around.	1
mid	"That new guy in class seems pretty mid, not sure if we'll be friends or not."	1
mid	"I thought my crush was finally gonna ask me out today, but instead we had a super awkward and uneventful conversation...so yeah, definitely feeling pretty mid."	1
mid	"It's kinda mid compared to their older stuff, don't you think?"	1
mid	The party last weekend was kind of mid; the music was okay but nothing extraordinary.	1
mid	The weather forecast for this weekend looks pretty mid; not sunny but also not raining constantly either.	1
mid	"I thought about going to the party tonight, but honestly, the vibe seems pretty mid so I might just stay in."	1
mid	"My mood today is feeling super mid; not sad, but definitely not happy either."	1
mid	"The food was honestly just mid, nothing to write home about."	1
mid	I thought my presentation went pretty mid today - not amazing but not terrible either.	1
mid	"My mood today is seriously just mid – not great, not terrible, just in between."	1
mid	"My math test grade was pretty mid, not great but not terrible either."	1
mid	I heard that TV series got mixed reviews and people are saying it's super mid - should we even bother watching it?	1
mid	It was decently fun — I'd say it was pretty mid overall though.	1
mid	"I started reading that book you recommended, but it's kind of mid so far."	1
mid	"The weather forecast for this weekend looks kinda mid, not sure what to do now."	1
mid	"I really need a new phone, but all the options out there are so mid in terms of features and price."	1
mid	"I got this new album from my favorite artist, but tbh it's just kinda mid compared to their earlier stuff."	1
mid	"I watched that highly anticipated movie last night, and it was pretty mid overall."	1
mid	I started a new show on Netflix and so far it's been really mid - hoping it gets better!	1
mid	"The weather forecast is looking pretty mid, but we can still find something fun to do."	1
mid	"I heard the new superhero movie that came out last week was kinda mid, not as good as I hoped."	1
mid	My friend's fashion sense can be a bit hit or miss; I'd say most of her outfits are pretty mid.	1
mid	"Ugh, my math test grade came back and it's just so mid - not a total fail but definitely room for improvement."	1
mid	"My mood has been so up and down lately, like some days are great while others are just totally mid."	1
mid	The weather forecast says it's gonna be mid tomorrow - not too hot or too cold.	1
mid	"I got a new phone, but the camera quality is just so mid."	1
mid	"I tried that new cafe downtown and their coffee was just mid, nothing special honestly."	1
mid	"I heard it's pretty mid, not as good as the previous ones."	1
mid	That new video game everyone's playing is just okay in my opinion - totally mid compared to the hype around it.	1
mid	"I guess I'll go see that movie everyone's talking about, even though I heard it's just mid."	1
mid	"My friend recommended this book to me but honestly it's just super mid, couldn't even finish it."	1
mid	"I just got my test back, and I got a mid-grade."	1
mid	"I watched this movie last night and it was pretty mid, not terrible but definitely not great."	1
mid	This season of my favorite TV show is not living up to the hype at all; it's just super mid right now.	1
mid	"I tried a new restaurant downtown, and the food was just mid, nothing special."	1
mid	"It was alright, nothing too crazy - just kind of a mid vibe overall."	1
mid	"Honestly, it was just mid, nothing special."	1
mid	"That new movie we saw last night was kinda mid, not terrible but not amazing either."	1
mid	"I had high hopes for my group project grade, but it turned out to be pretty mid overall."	1
mid	"I'm feeling pretty mid about the upcoming math test; I know I studied enough, but it's still making me nervous."	1
mid	My math test grade was so mid.	1
mid	"Yeah, it got really mid after the third season."	1
mid	"My friend recommended a book to me, but I found it really average - just straight up mid."	1
mid	"This weather is so annoyingly mid - not too hot or cold, just meh."	1
mid	"Eh, it was decent...pretty mid overall.' 10.This year's school dances have been pretty mid compared to last year's epic ones."	1
mid	"I tried that new restaurant downtown and it was honestly so mid - the food was okay, but nothing to write home about."	1
mid	"I binged that new show everyone's talking about, but honestly it was just mid for me."	1
mid	I thought it was kind of mid compared to the others in the franchise.	1
mid	My outfit for the party tonight feels kind of mid...maybe I'll change before heading out.	1
mid	This semester has been such a rollercoaster - some classes are great while others are just painfully mid with all the assigned work and deadlines.	1
mid	It was kind of a vibe at first but got really mid as more people showed up.	1
mid	"It's pretty mid, not amazing but not terrible either."	1
mid	"I thought the party last night would be amazing, but it ended up being so mid - boring music and average snacks."	1
mid	The weather this week has been so unpredictable - it's been kinda mid every day.	1
mid	"The new album from my favorite artist turned out to be pretty mid; kinda disappointing, not gonna lie."	1
mid	I thought about going out for a run today but the weather is way too mid for that.	1
mid	"My outfit today is just way too mid for this party, I should've dressed up more."	1
mid	"I tried out the new cafe down the street, but the coffee was kind of mid."	1
mid	This week's weather forecast is looking pretty mid - can't decide if it'll be sunny or rainy half the time.	1
mid	"The party last weekend was so-so, it was just really mid overall."	1
mid	"I heard it's pretty mid, not sure if it's worth watching."	1
mid	My lunch today was so mid; I wish we had a better selection at the cafeteria.	1
mid	I'm feeling kinda mid about this upcoming exam; I've studied enough but still nervous.	1
mid	"The last season of that show I'm watching is getting kinda mid, the plot twists are too predictable now."	1
mid	I ordered a drink at Starbucks and it tasted kinda bland - definitely on the more 'mid' side of things.	1
mid	Tried a new coffee shop downtown and their drinks were just okay - totally mid at best.	1
mid	"Ugh, that new movie was pretty mid, not terrible but definitely not great."	1
mid	It's pretty mid in my opinion.	1
mid	My math test results were totally mid; I thought I did better than that.	1
mid	"Got my hair cut today and it turned out... well, let's just say it's pretty mid at best."	1
mid	"My math test yesterday was so mid, I thought I did well but ended up getting a mediocre grade."	1
mid	This playlist is just filled with songs that are all kinda mid; nothing truly stands out or gets me excited.	1
mid	I heard the new season of that show on Netflix is kind of mid compared to the previous ones.	1
mid	I heard mixed reviews saying it was a bit mid overall.	1
mid	"The weather forecast for this week is looking pretty mid - not amazing sunny days or stormy rain all week, just kinda average temperatures with some clouds here and there."	1
mid	"Honestly, my outfit today is feeling super mid - couldn't decide on anything better but didn't want to wear something boring either."	1
mid	"My math test grade was straight up mid - not failing, but definitely not acing it either."	1
mid	The concert last night was decent but definitely fell into the category of being just mid.	1
mid	Some tracks are fire while others are just straight up mid in my opinion.	1
mid	"I went shopping for clothes yesterday, but everything I liked was just kind of...mid."	1
mid	"The weather today is so mid - not too hot, not too cold."	1
mid	"The weather forecast for this weekend is looking kinda mid, like not sunny but also not raining all day."	1
mid	The concert last night was decently fun but honestly kinda mid compared to other ones I've been to.	1
mid	I'm feeling pretty mid about the upcoming history test; I studied a bit but not as much as I should have.	1
mid	"I dyed my hair a different color and it turned out pretty mid, not exactly what I was going for."	1
mid	"Ugh, this party is just so mid, there's barely anyone here."	1
mid	"It's kinda mid, I expected more from that artist."	1
mid	"Just finished reading that book you recommended - it was alright, kinda in the middle of good and bad (aka very mid)."	1
mid	"I thought the new movie was pretty mid, not terrible but not amazing either."	1
mid	"Just finished that book series everyone loves, and I have to say it was just okay - overall pretty mid for me.  10.Spent all day binge-watching a new show on Netflix; I'd say it was definitely time well spent even if some episodes were a bit too 'mid' for me."	1
mid	"This weather is so mid today, not hot enough for shorts but too warm for a jacket."	1
mid	"My mom made me clean my room today, so my day has been pretty mid overall."	1
mid	"I tried baking cookies for the first time and they turned out kinda mid, not gonna lie."	1
mid	The quality of this phone camera is seriously mid; my selfies don't look nearly as good as they should.	1
mid	This semester of classes is looking kinda mid - not too hard but not too easy either.	1
mid	"I watched that movie everyone's been talking about and honestly, it was just mid - nothing special."	1
mid	"Ugh, that new movie was so mid, I expected more action and less talking."	1
mid	My mood today is just feeling super mid; can't seem to shake this neutral feeling off.	1
mid	This playlist on Spotify has been kinda mid; I need some new music recommendations ASAP.	1
mid	"I tried the new coffee shop downtown, and the latte was kind of mid, not amazing but not terrible."	1
mid	"I thought the new movie was gonna be really good, but it was just so mid."	1
mid	"I think the new song from that artist is just really mid, nothing special."	1
mid	My professor's teaching style is so mid; it's hard to stay engaged in class sometimes.	1
mid	"Mine was super mid, like I didn't fail but definitely didn't ace it either."	1
mid	The vibe seems pretty mid based on the Instagram stories from last time.	1
mid	The grade I got on my last test was right in the middle - totally 'mid'.	1
mid	I'm feeling pretty mid about it; not overly confident but also not panicking.	1
mid	The weather forecast for this weekend looks pretty mid; not too sunny but also no crazy storms in sight.	1
mid	That restaurant everyone's been talking about turned out to be pretty mid; the food was okay but nothing special.	1
mid	"I tried that new restaurant downtown, but honestly, the food was just mid."	1
mid	"Honestly, I think the food at that new restaurant is pretty mid, nothing special."	1
mid	Your outfit for the concert tonight is honestly just kind of mid; you could've gone all out with some cooler accessories or something.	1
mid	Shopping for clothes online can be hit or miss; sometimes you find great stuff and other times it's all just pretty mid quality-wise.	1
mid	"I watched that new movie everyone's talking about, and honestly, I thought it was just mid."	1
mid	It's honestly just so...mid.	1
mid	"The shoes I ordered online finally arrived, but they're kinda mid in person."	1
mid	There's this new place downtown that's known for having really good food - definitely not mid!	1
mid	I tried a new restaurant last night and the food was just okay - super mid overall.	1
mid	"I thought the new movie was just mid, not amazing but not terrible either."	1
mid	"That movie was pretty mid, not great but not terrible either."	1
mid	I tried out that new restaurant everyone's talking about and tbh it was just so mid.	1
mid	"My sandwich from the cafeteria was honestly just mid today, nothing special."	1
mid	"Ugh, that movie we watched last night was so mid, I just couldn't get into it."	1
mid	"The weather today is so mid - not too hot or cold, just meh."	1
mid	"Sam's birthday gift for Julia was kinda mid; she said she liked it, but I could tell she wasn't super impressed."	1
mid	"Ugh, I just watched this new movie, and it was so mid."	1
mid	I listened to the latest album from my favorite artist and it was a bit disappointing - definitely falls into the mid category for me.	1
mid	"I finally finished that book you recommended and to be honest, I found it pretty mid."	1
mid	This new video game everyone's talking about is honestly kinda mid in my opinion.	1
mid	"I started watching a new series on Netflix and after a few episodes, I'm still unsure how I feel about it... let's just say it's quite mid for now."	1
mid	"I thought the concert would be amazing, but it turned out to be pretty mid overall."	1
mid	Sarah's idea for our group project is kinda mid; I feel like we could come up with something more creative together.	1
mid	The party we went to last weekend was fun at first but then got pretty mid when half the people left early.	1
mid	"I ordered some food from that new place, but it was pretty mid, not gonna lie."	1
mid	I had high hopes for this movie everyone recommended but it turned out to be so unexpectedly mid!	1
mid	The food at the school cafeteria is always hit or miss; today's lunch was definitely on the mid side.	1
mid	"Ugh, that new movie was so mid - I expected more action scenes."	1
mid	I found it to be pretty mid compared to past ones.	1
mid	"My latest math test grade was pretty mid; not failing, but definitely room for improvement."	1
mid	Mine was super mid; I didn't totally fail but definitely could have done better.	1
mid	"I waited in line for hours for this concert and it ended up being so mid, the artist didn't even sound good live."	1
mid	My mood today is just kind of meh - totally feeling like a mid day all around.	1
mid	"I started this new series on Netflix last night, and so far, it's just been pretty mid."	1
mid	"I thought about going to that party, but it seems like it's gonna be pretty mid so I might just stay home."	1
mid	I have a feeling this semester is gonna be pretty mid in terms of workload.	1
mid	"It's kinda mid, not sure if it suits her."	1
mid	Got a new haircut yesterday and it's just feeling a bit mid to be honest.	1
mid	That TV show everyone's been raving about turned out to be a little bit too mid for my taste.	1
mid	My latest quiz grade was so mid – right in the middle of passing and failing.	1
mid	I've been practicing guitar for weeks now and my skills are only at a mid level - definitely need more practice!	1
mid	"The food at that new restaurant we tried was just mid, I expected it to be a lot better based on the reviews."	1
mid	"It's pretty mid overall, only a couple of decent songs on there."	1
mid	"The weather forecast for this weekend looks pretty mid, not sure if we should make plans for an outdoor activity."	1
mid	"My grades this semester are looking pretty mid, I really need to step up my game."	1
mid	"The party on Friday was kind of mid, I had more fun at the one last month."	1
mid	Going to the mall with no money is always a pretty mid idea – just window-shopping and feeling broke after.	1
mid	"I ordered some clothes online, but the quality was just mid, not worth the hype."	1
mid	I binged that new show everyone is raving about and umm...it’s just kinda mid.	1
mid	"I just finished watching that movie everyone's talking about, and honestly, it was so mid - not the incredible masterpiece people are saying it is."	1
mid	"The weather forecast for this weekend is looking pretty mid - not too sunny or rainy, just in between."	1
mid	My outfit for the party tonight is just gonna be something simple and mid - don't feel like dressing up too much.	1
mid	"My mom made me clean out the garage today, and let me tell you, it was the definition of mid - boring and not fun at all."	1
mid	The weather lately has been so hit or miss; some days are nice and sunny while others are just straight up mid.	1
mid	My math test grade was pretty mid - not great but not terrible either.	1
mid	"I tried that new restaurant downtown, and the food was honestly just mid."	1
mid	"I started watching that popular TV show everyone loves, but I found it to be pretty mid so far."	1
mid	Watched that movie everyone was talking about and thought it was just alright - mad mid plot twist though!	1
mid	"Honestly, my mood today is just super mid... not happy or sad really."	1
mid	"I tried that new restaurant downtown, and honestly, the food was just mid."	1
mid	"I thought shopping for a prom dress would be exciting but honestly, the selection was pretty mid at most stores we went to."	1
mid	"I tried that new restaurant downtown last night, and honestly, the food was pretty mid."	1
mid	"The weather forecast for the weekend looks mid, hopefully it doesn't rain during the barbecue."	1
mid	My workout today was just okay - felt kind of mid in terms of progress and energy levels.	1
mid	"This season of my favorite show is getting kind of mid, not as exciting as before."	1
mid	"My friend recommended this restaurant to me, but the food was just super mid - nothing special."	1
mid	"Response: Eh, kinda mid overall - nothing too exciting happening."	1
mid	"The weather forecast for the weekend is looking pretty mid - not too sunny, but at least no rain."	1
mid	"I bought this shirt online thinking it would be cute, but when it arrived, the quality was just so mid."	1
mid	"Yeah, it's alright but definitely falls into the category of being pretty mid overall."	1
mid	"I tried out this new recipe for dinner last night, but it turned out kinda mid."	1
mid	"My outfit today is feeling a bit mid, I should have put more effort into it."	1
mid	The weather this week has been so annoyingly mid like make up your mind Mother Nature!	1
mid	"The party last weekend was so mid, we should've gone somewhere else instead."	1
mid	This rainy weather is making my mood just feel super mid today - I need some sunshine ASAP.	1
mid	"My outfit for the party tonight is looking a little mid, I might need to switch things up."	1
mid	"I have a test tomorrow and I only studied for like an hour, it's gonna be so mid."	1
mid	"My chemistry test results were so mid, I thought I aced it but ended up with a mediocre grade."	1
mid	"My mood lately has been sort of mid, like I'm not sad but definitely not super happy either."	1
mid	"The new album from my favorite artist is pretty mid, I expected more bangers."	1
mid	"I tried out a new skincare product, but honestly, it's just been kind of mid for my skin."	1
mid	Is it actually good or is it just kind of mid?	1
mid	"This playlist is okay, but some of the songs on here are definitely a bit mid."	1
mid	"I tried that new restaurant downtown, and honestly, the food was mid at best."	1
mid	"I bought those shoes online and they turned out to be really mid quality, not worth the price at all."	1
mid	This new video game I got is alright; it's definitely in the mid range for me.	1
mid	I went to that concert last weekend and it was kinda mid.	1
mid	Trying to decide what to wear to the concert tonight and everything just feels so...mid-level trendy attire-wise if that makes sense!	1
mid	"The new movie that came out was pretty mid, I expected more action, to be honest."	1
mid	"The weather forecast for this weekend is looking pretty mid, not too sunny but hopefully no rain either."	1
mid	"The party last night was kind of mid overall; music was okay, but the vibe was off."	1
mid	These sneakers I bought online turned out to be way more than just mid... total rip-off!	1
mid	"The weather forecast for this weekend is looking mid, not too hot but not cold either."	1
mid	It was kind of mid.	1
mid	"The concert last night was so mid - the opening act was amazing, but the headliner kinda flopped."	1
mid	The food at that restaurant was not terrible but definitely fell into the 'mid' category for me.	1
mid	My summer plans got canceled so now I'm stuck with a pretty mid schedule for the next few months.	1
mid	"The weather forecast for this weekend is looking kind of mid, not sure if we should still go hiking."	1
mid	"Planning to grab some food from that new place downtown later, hoping it's not too mid."	1
mid	Been listening to some new music lately but most of the songs are kinda mid at best.	1
mid	"My math test grade was pretty mid, not great but also not a total disaster."	1
mid	The new video game everyone's been talking about is honestly just mid in my opinion.	1
mid	"My mood is feeling pretty mid today; neither happy nor sad, just in between."	1
mid	"The party last weekend was honestly kind of mid, like some good moments but overall nothing too exciting."	1
mid	"I'd say today's weather is pretty mid - not too sunny, but also not pouring rain."	1
mid	"My sandwich from the cafeteria was so mid today, I might just stick to bringing my lunch from now on."	1
mid	"Honestly, my outfit is kinda mid today, I couldn't decide what to wear."	1
mid	"I had high hopes for the sequel to that movie, but it ended up being disappointingly mid."	1
mid	The food was decent but definitely on the mid side for me.	1
mid	That new album from my favorite artist is so mid compared to their previous work; I expected more bangers.	1
mid	"The food at that restaurant was so mid, I don't think I'll be going back anytime soon."	1
mid	"I watched that movie everyone's raving about, but I thought it was just kinda mid."	1
mid	"Definitely feeling kinda mid, not great but not terrible either."	1
mid	My math test score was just mid; hopefully the next one will be better.	1
mid	"I tried out that new dance move you showed me, but I feel like my execution was just super mid compared to yours... 9.  “Not gonna lie, this playlist your friend made is really hitting different, even though some songs are kinda mid.” 10.The food at the school assembly today was so beyond 'mid' – didn't know veggies could taste that bad!"	1
mid	Last night's party was pretty mid if you ask me - nothing too crazy happened but still had some fun moments.	1
mid	"My friend recommended this TV show to me, but I found it to be a bit mid overall."	1
mid	I watched a movie last night that was just okay; it was totally mid in terms of entertainment value.	1
mid	"Can't believe how mid this weather is, it can't decide if it wants to rain or shine."	1
mid	"I listened to the new song by that artist you like, and honestly, I thought it was just mid compared to their other stuff."	1
mid	Honestly had me cracking up - definitely not top-tier material though; overall pretty mid on the humor scale.	1
mid	"I tried baking cookies from scratch for the first time, and they turned out kind of mid - edible but nothing special."	1
mid	"I went to that new restaurant downtown, and their food was so mid - not terrible, but definitely not amazing."	1
mid	"I hate when my favorite band releases a new album and it's just...mid, not as great as their old stuff."	1
mid	I have a feeling this semester is going to be straight-up mid with all these assignments piling up.	1
mid	"I just finished that new show on Netflix, but honestly, it was kinda mid."	1
mid	"The weather today is so mid, not too hot or too cold but still kinda boring."	1
mid	"I just finished watching this new show on Netflix, and it was pretty mid, to be honest."	1
mid	"I thought the concert would be amazing, but the sound quality was just mid."	1
mid	"I watched that new movie everyone's talking about, it was kind of mid, not amazing but not terrible."	1
mid	My mood today is so mid; not happy but also not in a bad mood either.	1
mid	"Ugh, that new movie was so mid, I expected more action."	1
mid	"I ordered some food delivery, and it was so mid, like I could've made something better at home."	1
mid	"The weather today is looking pretty mid - not too sunny, but at least it's not raining either."	1
mid	My mood today is just so mid; can't seem to shake off this feeling of boredom.	1
mid	"The party last night was so hyped at first, but then it got really mid once people started leaving."	1
mid	The party we went to last night was kind of mid; music was okay but the vibe wasn't really there.	1
mid	"My friend recommended this book to me and it's honestly just okay - so mid, doesn't really stand out."	1
mid	"My latest Instagram post got such a mid amount of likes, kinda disappointing."	1
mid	"Ugh, I tried that new restaurant down the street and it was so mid - not terrible, but definitely not great either."	1
mid	"My sandwich from the cafeteria was so mid today, wish I had packed lunch instead."	1
mid	"I thought the new pizza place was supposed to be great, but honestly, it was pretty mid."	1
mid	"I watched that new movie everyone's talking about, and honestly, it was just mid."	1
mid	I went shopping for clothes yesterday and could only find some stuff that was really kind of mid at best.	1
mid	"Honestly, my outfit today is just a vibe that screams 'mid', you know what I mean?"	1
mid	I went to grab lunch at that new place downtown and it was really just meh – super mid food.	1
mid	I waited in line for hours for that new sneaker drop and ended up feeling like they were just mad mid when I finally got them.	1
mid	My outfit for today is feeling a bit mid - like it's not bad but also not standing out either.	1
mid	I thought about going for a run this morning but ended up sleeping in instead... feeling pretty mid about that decision.	1
mid	"That new movie we watched last night was so mid, I expected it to be better."	1
mid	"I tried a new skincare product and honestly, it's been pretty mid on my skin so far – no major changes yet."	1
mid	It's only mediocre at best - real mid energy.	1
mid	I'm feeling pretty mid about this weekend's party.	1
mid	"Going to the mall with Sara was alright, it was kind of a mid time though since we didn't find much we liked."	1
mid	The weather forecast for tomorrow looks like it'll be pretty mid which isn't great for our plans at the beach.	1
mid	"My math test today was totally mid; I didn't fail, but I definitely didn't ace it either."	1
mid	"I'm feeling kind of sleepy... like just mid-tired, not ready for bed yet."	1
mid	The weather this week has been so mid - like make up your mind already Mother Nature!	1
mid	I think my sandwich is only mid - it could definitely use more flavor.	1
mid	"I got a haircut yesterday, and I'm not sure how I feel about it... definitely feeling like it's mid."	1
mid	"Thinking about summer plans already seems a bit daunting; everything feels like it might be just a little too loosely organized, slightly on the side of being sorta-mid level crazy!"	1
mid	I tried a new hobby recently and found it to be quite mid; neither love nor hate relationship with it.	1
mid	I thought the party last night would be fun but it turned out to be super mid.	1
mid	"I thought I aced my math test, but it turns out my grade was just mid."	1
mid	School lunch today was beyond mid - definitely bringing my own tomorrow!	1
mid	"I tried out that new restaurant last night, and the food was just kind of mid, not worth the hype."	1
mid	"I have a feeling my math test grade is gonna be mid, like just average."	1
mid	"Taylor's party last weekend was fun overall, but the music playlist she had playing was definitely on the more mid side."	1
mid	"Prom night turned out to be kinda mid in my opinion - the music was good, but the venue could have been better."	1
mid	I stayed up all night studying for that test and ended up getting a mid grade.	1
mid	"The food was so mid, not amazing but not terrible either."	1
mid	"The new album from my favorite artist is honestly just mid, nothing special."	1
mid	I went shopping last weekend but only found some clothes that were meh... super underwhelming and definitely in the mid category.	1
mid	"I watched that new movie last night, and honestly, it was just mid."	1
mid	"Eh, felt pretty mid - got through it but didn't reach any personal records or anything."	1
mid	"My grades this semester are looking pretty mid, gotta study harder next time."	1
mid	I thought about getting a pet fish but then realized they're kinda mid as far as being entertaining goes.	1
mid	That quiz we had in history class yesterday was unexpectedly hard; definitely feeling like it was a solid 'mid' moment for me!	1
mid	"My latest test score was just so mid, like right in the middle of passing and failing."	1
mid	"My outfit today is feeling really mid, like it's missing something."	1
mid	The weather this weekend looks pretty mid - not sunny enough for a beach day but not rainy either.	1
mid	"I thought the concert was going to be amazing, but it turned out to be kind of mid."	1
mid	"It was kinda mid, nothing special."	1
mid	The team's performance was sadly pretty mid compared to their usual standards.	1
mid	Hoping for some exciting plans this weekend because lately everything has been so incredibly...mid.	1
mid	I tried baking cookies for the first time and they turned out really mid - not terrible but not amazing either.	1
mid	"I watched that movie last night, it was pretty mid, not amazing but not terrible either."	1
mid	This semester has been so busy already - feeling overwhelmed with assignments left and right; everything's just been madly- mid.	1
